"","No","year","month","day","hour","PM2.5","PM10","SO2","NO2","CO","O3","TEMP","PRES","DEWP","RAIN","wd","WSPM","station","Date"
"22401",22401,2015,9,20,8,47,79,3,75,900,5,18.8,1010.8,15.3,0,"NNE",1.4,"Aotizhongxin",2015-09-20
"22402",22402,2015,9,20,9,51,89,4,73,1000,10,20.1,1010.9,15.9,0,"NNE",1.3,"Aotizhongxin",2015-09-20
"22403",22403,2015,9,20,10,56,108,5,74,1300,18,21.4,1010.8,17.4,0,"NNE",0.9,"Aotizhongxin",2015-09-20
"22404",22404,2015,9,20,11,73,134,7,87,1400,24,23.3,1010.1,18.2,0,"SSE",2.1,"Aotizhongxin",2015-09-20
"22405",22405,2015,9,20,12,111,183,10,112,1700,36,24.9,1009.3,17.6,0,"SW",2,"Aotizhongxin",2015-09-20
"22406",22406,2015,9,20,13,142,172,16,57,1600,141,25.9,1008.3,16.2,0,"SW",3.6,"Aotizhongxin",2015-09-20
"22407",22407,2015,9,20,14,114,124,19,55,1200,160,27,1007.5,15.7,0,"SW",3,"Aotizhongxin",2015-09-20
"22408",22408,2015,9,20,15,111,122,17,39,1200,186,26.9,1006.8,15.3,0,"SW",2.9,"Aotizhongxin",2015-09-20
"22409",22409,2015,9,20,16,106,118,19,39,1200,194,26.8,1006.3,15.2,0,"S",2.5,"Aotizhongxin",2015-09-20
"22410",22410,2015,9,20,17,97,125,20,30,1200,205,26.4,1006.1,14.5,0,"S",2.4,"Aotizhongxin",2015-09-20
"22411",22411,2015,9,20,18,89,120,19,43,1200,185,25.6,1006.4,13.8,0,"S",1.6,"Aotizhongxin",2015-09-20
"22412",22412,2015,9,20,19,72,94,20,45,1100,161,24.8,1006.5,13.7,0,"SSW",1.9,"Aotizhongxin",2015-09-20
"22413",22413,2015,9,20,20,61,94,11,61,1000,117,24.7,1006.8,12.6,0,"SSW",2.8,"Aotizhongxin",2015-09-20
"22414",22414,2015,9,20,21,57,87,9,73,900,92,24.6,1007.5,12.2,0,"SW",2.3,"Aotizhongxin",2015-09-20
"22415",22415,2015,9,20,22,54,92,9,65,900,99,23.4,1007.8,12.7,0,"SSW",1.1,"Aotizhongxin",2015-09-20
"22416",22416,2015,9,20,23,64,97,10,65,900,93,22.7,1008,12.9,0,"SSE",1.2,"Aotizhongxin",2015-09-20
"22417",22417,2015,9,21,0,67,117,12,74,900,74,19.7,1007.9,14.3,0,"SE",0.9,"Aotizhongxin",2015-09-21
"22418",22418,2015,9,21,1,79,132,19,96,1000,54,20.6,1008,14,0,"SE",1.7,"Aotizhongxin",2015-09-21
"22419",22419,2015,9,21,2,78,127,17,111,1000,32,20.1,1007.8,14,0,"SE",1.3,"Aotizhongxin",2015-09-21
"22420",22420,2015,9,21,3,78,113,14,110,1000,20,20.1,1007.6,13.3,0,"S",1.5,"Aotizhongxin",2015-09-21
"22421",22421,2015,9,21,4,99,168,7,121,1400,3,17.2,1007.9,14.1,0,"E",0.9,"Aotizhongxin",2015-09-21
"22422",22422,2015,9,21,5,110,169,3,116,1600,2,16.4,1008.1,14.1,0,"E",0.7,"Aotizhongxin",2015-09-21
"22423",22423,2015,9,21,6,103,146,3,111,1500,2,15.8,1008.1,14,0,"ENE",1.1,"Aotizhongxin",2015-09-21
"22424",22424,2015,9,21,7,99,143,4,104,1600,2,16.5,1008.3,14.5,0,"E",1.1,"Aotizhongxin",2015-09-21
"22425",22425,2015,9,21,8,101,145,5,98,1800,7,19.6,1008.5,14.2,0,"ESE",0.7,"Aotizhongxin",2015-09-21
"22426",22426,2015,9,21,9,105,161,7,105,1800,11,21.4,1008.6,14.5,0,"SSE",0.5,"Aotizhongxin",2015-09-21
"22427",22427,2015,9,21,10,122,181,11,122,1800,20,22.9,1008.4,15,0,"ESE",1.1,"Aotizhongxin",2015-09-21
"22428",22428,2015,9,21,11,131,181,12,139,2000,29,24.3,1008.1,13.8,0,"ENE",1.6,"Aotizhongxin",2015-09-21
"22429",22429,2015,9,21,12,143,195,12,153,2200,40,26,1007.4,12.4,0,"SW",1.8,"Aotizhongxin",2015-09-21
"22430",22430,2015,9,21,13,132,132,45,107,1700,126,27.1,1006.7,11.9,0,"SSW",2.6,"Aotizhongxin",2015-09-21
"22431",22431,2015,9,21,14,97,112,46,39,1200,218,27.5,1006.3,12.7,0,"SSW",3.2,"Aotizhongxin",2015-09-21
"22432",22432,2015,9,21,15,91,127,35,39,1200,227,27.7,1005.8,12.9,0,"SSE",2.5,"Aotizhongxin",2015-09-21
"22433",22433,2015,9,21,16,92,147,34,44,1200,227,27.3,1005.4,12.9,0,"SSE",2.9,"Aotizhongxin",2015-09-21
"22434",22434,2015,9,21,17,96,152,27,44,1200,225,26.9,1005.2,12.5,0,"S",2.6,"Aotizhongxin",2015-09-21
"22435",22435,2015,9,21,18,94,158,24,53,1300,208,26.1,1005.6,12.5,0,"S",1.8,"Aotizhongxin",2015-09-21
"22436",22436,2015,9,21,19,96,159,24,66,1500,189,23.1,1005.9,14.1,0,"ESE",1.3,"Aotizhongxin",2015-09-21
"22437",22437,2015,9,21,20,107,169,25,90,1800,160,22.9,1006.3,14.5,0,"E",1.1,"Aotizhongxin",2015-09-21
"22438",22438,2015,9,21,21,120,182,22,152,2300,81,22.1,1007,14.2,0,"SE",1.1,"Aotizhongxin",2015-09-21
"22439",22439,2015,9,21,22,115,177,25,125,2100,83,22.4,1007.6,14.5,0,"SE",1,"Aotizhongxin",2015-09-21
"22440",22440,2015,9,21,23,120,181,32,99,2500,86,20.5,1007.7,15.5,0,"ENE",1.6,"Aotizhongxin",2015-09-21
"22441",22441,2015,9,22,0,141,184,30,100,3000,71,20.9,1007.1,15,0,"ESE",1.6,"Aotizhongxin",2015-09-22
"22442",22442,2015,9,22,1,148,175,28,85,2700,80,19.9,1006.8,15.3,0,"ESE",1,"Aotizhongxin",2015-09-22
"22443",22443,2015,9,22,2,138,156,28,72,2300,79,19.3,1006.7,15.6,0,"E",1.7,"Aotizhongxin",2015-09-22
"22444",22444,2015,9,22,3,145,160,26,88,2100,72,19.6,1006.6,15.9,0,"ESE",1.7,"Aotizhongxin",2015-09-22
"22445",22445,2015,9,22,4,155,161,17,123,2200,56.3533584105554,19.2,1006.4,16.4,0,"ENE",1.7,"Aotizhongxin",2015-09-22
"22446",22446,2015,9,22,5,170,170,14,93,2100,34,18.7,1006.3,16.7,0,"SE",1,"Aotizhongxin",2015-09-22
"22447",22447,2015,9,22,6,187,187,12,93,2100,31,18.4,1006.6,16.7,0,"E",0.7,"Aotizhongxin",2015-09-22
"22448",22448,2015,9,22,7,189,189,11,106,2100,16,18.7,1006.5,16.8,0,"ENE",1.8,"Aotizhongxin",2015-09-22
"22449",22449,2015,9,22,8,197,197,8,114,2200,7,19.5,1006.2,16.7,0,"E",1.4,"Aotizhongxin",2015-09-22
"22450",22450,2015,9,22,9,223,223,11,119,2400,12,20.4,1006,16.8,0,"ESE",2,"Aotizhongxin",2015-09-22
"22451",22451,2015,9,22,10,241,241,15,126,2500,22,21.6,1006,17,0,"SE",1.6,"Aotizhongxin",2015-09-22
"22452",22452,2015,9,22,11,217,217,23,87,1900,66,22.6,1005.4,16.6,0,"SE",2.3,"Aotizhongxin",2015-09-22
"22453",22453,2015,9,22,12,206,212,19,83,1800,77,23.4,1005,16.9,0,"SSE",2.4,"Aotizhongxin",2015-09-22
"22454",22454,2015,9,22,13,182,182,23,58,1600,115,24.9,1004.2,16.6,0,"SW",3.4,"Aotizhongxin",2015-09-22
"22455",22455,2015,9,22,14,174,178,26,48,1700,147,25.2,1004,16.6,0,"SSW",3.4,"Aotizhongxin",2015-09-22
"22456",22456,2015,9,22,15,173,186,26,51,1900,149,25.3,1003.7,16.4,0,"SW",3.8,"Aotizhongxin",2015-09-22
"22457",22457,2015,9,22,16,180,194,30,52,2100,154,25.2,1003.7,16.6,0,"WSW",2.5,"Aotizhongxin",2015-09-22
"22458",22458,2015,9,22,17,198,201,14,74,1900,89,22,1004.4,15.8,0,"NW",5.3,"Aotizhongxin",2015-09-22
"22459",22459,2015,9,22,18,70,70,2,45,1200,83,19.2,1004.2,15.9,0.6,"NW",2.7,"Aotizhongxin",2015-09-22
"22460",22460,2015,9,22,19,30,30,2,59,1000,50,19.8,1004.6,15.6,0,"NNE",1.6,"Aotizhongxin",2015-09-22
"22461",22461,2015,9,22,20,29,29,2,59,1000,49,19.2,1005.5,16.4,0,"NNE",1.5,"Aotizhongxin",2015-09-22
"22462",22462,2015,9,22,21,37,37,2,61,1000,44,18.9,1005.9,16.5,0,"NNE",1.9,"Aotizhongxin",2015-09-22
"22463",22463,2015,9,22,22,40,40,2,54,1100,53,18,1006.1,16.2,0,"NE",1.1,"Aotizhongxin",2015-09-22
"22464",22464,2015,9,22,23,34,34,2,52,1000,53,17.3,1006.2,15.8,0,"NE",0.8,"Aotizhongxin",2015-09-22
"22465",22465,2015,9,23,0,25,25,2,51,900,56,16.7,1006,15.4,0,"ENE",1,"Aotizhongxin",2015-09-23
"22466",22466,2015,9,23,1,27,27,2,52,1000,44,16.4,1005.8,15.4,0,"NE",1.3,"Aotizhongxin",2015-09-23
"22467",22467,2015,9,23,2,33,33,2,83,1000,5,16.7,1005.6,15.7,0,"N",1.4,"Aotizhongxin",2015-09-23
"22468",22468,2015,9,23,3,27,27,2,71,900,2,16.2,1005.8,14.6,0,"NNE",1.4,"Aotizhongxin",2015-09-23
"22469",22469,2015,9,23,4,26,26,2,60,800,13,15.8,1006,14,0,"ENE",1.4,"Aotizhongxin",2015-09-23
"22470",22470,2015,9,23,5,18,18,2,37,600,42,15.5,1005.9,13.5,0,"NE",1.1,"Aotizhongxin",2015-09-23
"22471",22471,2015,9,23,6,17,17,2,39,600,36,15.6,1006.1,13.3,0,"N",1.9,"Aotizhongxin",2015-09-23
"22472",22472,2015,9,23,7,18,18,2,36,600,39,16,1006.2,13.7,0,"N",1.3,"Aotizhongxin",2015-09-23
"22473",22473,2015,9,23,8,17,17,2,38,600,35,17.6,1006.3,13.9,0,"NE",2,"Aotizhongxin",2015-09-23
"22474",22474,2015,9,23,9,18,30,2,32,600,41,19.2,1006.8,14,0,"N",2.1,"Aotizhongxin",2015-09-23
"22475",22475,2015,9,23,10,23,39,2,39,700,40,20.5,1007,14.4,0,"N",1.6,"Aotizhongxin",2015-09-23
"22476",22476,2015,9,23,11,23,24,2,31,700,61,22.3,1006.3,14.7,0,"NNW",1.2,"Aotizhongxin",2015-09-23
"22477",22477,2015,9,23,12,22,29,2,33,600,75,24.1,1005.6,14.8,0,"SSE",1.1,"Aotizhongxin",2015-09-23
"22478",22478,2015,9,23,13,27,33,2,41,800,83,25.1,1004.9,14.5,0,"WNW",1,"Aotizhongxin",2015-09-23
"22479",22479,2015,9,23,14,32,32,2,45,800,103,26.3,1004,14.1,0,"ESE",2,"Aotizhongxin",2015-09-23
"22480",22480,2015,9,23,15,34,46,2,50,900,110,26.6,1003.8,12.6,0,"S",3,"Aotizhongxin",2015-09-23
"22481",22481,2015,9,23,16,28,51,2,51,700,115,26.2,1003.6,13,0,"S",1.9,"Aotizhongxin",2015-09-23
"22482",22482,2015,9,23,17,33,73,2,52,700,132,25.4,1003.7,13.6,0,"S",2.1,"Aotizhongxin",2015-09-23
"22483",22483,2015,9,23,18,35,77,2,58,700,119,24.5,1003.7,14.6,0,"S",2,"Aotizhongxin",2015-09-23
"22484",22484,2015,9,23,19,39,74,2,60,800,101,23.8,1004,15.3,0,"S",1.6,"Aotizhongxin",2015-09-23
"22485",22485,2015,9,23,20,41,79,2,57,800,93,22.1,1004.8,15.4,0,"S",0.7,"Aotizhongxin",2015-09-23
"22486",22486,2015,9,23,21,51,86,2,68,900,79,20.3,1005.2,16.3,0,"E",1.5,"Aotizhongxin",2015-09-23
"22487",22487,2015,9,23,22,54,82,2,79,1000,63,20.5,1005.4,16.5,0,"SE",1,"Aotizhongxin",2015-09-23
"22488",22488,2015,9,23,23,65,115,2,104,1100,41,19.9,1005.6,16.5,0,"ESE",1.1,"Aotizhongxin",2015-09-23
"22489",22489,2015,9,24,0,67,116,2,106,1200,28,19.3,1005.8,16.3,0,"E",0.7,"Aotizhongxin",2015-09-24
"22490",22490,2015,9,24,1,89,180,2,129,1800,2,19.1,1005.8,16.5,0,"NE",1.2,"Aotizhongxin",2015-09-24
"22491",22491,2015,9,24,2,91,148,5,114,1600,2,18.6,1005.6,16.4,0,"NE",0.8,"Aotizhongxin",2015-09-24
"22492",22492,2015,9,24,3,87,123,4,107,1400,2,18.4,1005.6,16.2,0,"NE",0.8,"Aotizhongxin",2015-09-24
"22493",22493,2015,9,24,4,76,102,4,108,1300,56.3533584105554,18.2,1005.8,16.2,0,"ENE",0.8,"Aotizhongxin",2015-09-24
"22494",22494,2015,9,24,5,60,65,3,71,900,11,18,1005.7,16,0,"ENE",0.8,"Aotizhongxin",2015-09-24
"22495",22495,2015,9,24,6,58,63,3,77,800,5,18.5,1006.2,15.9,0,"NE",1.1,"Aotizhongxin",2015-09-24
"22496",22496,2015,9,24,7,60,78,4,84,1000,2,18.5,1006.4,16.1,0,"ENE",1.6,"Aotizhongxin",2015-09-24
"22497",22497,2015,9,24,8,88,135,5,84,1300,2,18.9,1007,16.5,0,"NNE",1.2,"Aotizhongxin",2015-09-24
"22498",22498,2015,9,24,9,139,198,5,82,1500,5,19.4,1007.4,17,0,"N",1.2,"Aotizhongxin",2015-09-24
"22499",22499,2015,9,24,10,134,170,5,75,1500,13,19.6,1007.6,16.6,0,"NE",1.5,"Aotizhongxin",2015-09-24
"22500",22500,2015,9,24,11,189,248,6,71,1900,25,20.8,1007.3,17,0,"N",1.1,"Aotizhongxin",2015-09-24
"22501",22501,2015,9,24,12,191,243,8,74,2100,36,22,1006.2,17.6,0,"E",1.3,"Aotizhongxin",2015-09-24
"22502",22502,2015,9,24,13,184,224,10,74,2300,58,23.1,1004.9,18.8,0,"SE",1.3,"Aotizhongxin",2015-09-24
"22503",22503,2015,9,24,14,197,197,13,74,2300,94,24.4,1004.2,18.3,0,"S",1.8,"Aotizhongxin",2015-09-24
"22504",22504,2015,9,24,15,202,202,11,81,2200,112,24.9,1003.2,18.1,0,"ESE",2.9,"Aotizhongxin",2015-09-24
"22505",22505,2015,9,24,16,206,206,12,58,2000,161,25.2,1002.9,18.2,0,"SSE",2.1,"Aotizhongxin",2015-09-24
"22506",22506,2015,9,24,17,194,194,11,53,1900,171,24.5,1002.6,18.4,0,"SE",1.8,"Aotizhongxin",2015-09-24
"22507",22507,2015,9,24,18,166,166,9,46,1900,175,24.4,1003.7,18.3,0,"SSW",1.1,"Aotizhongxin",2015-09-24
"22508",22508,2015,9,24,19,73,73,5,39,1200,127,18.1,1004.3,13.8,0,"ENE",3.3,"Aotizhongxin",2015-09-24
"22509",22509,2015,9,24,20,25,25,2,52,800,83,18.2,1004.9,14.5,0,"ENE",2,"Aotizhongxin",2015-09-24
"22510",22510,2015,9,24,21,30,30,2,60,800,68,17.7,1005.6,14.8,0,"ESE",1.8,"Aotizhongxin",2015-09-24
"22511",22511,2015,9,24,22,23,23,2,63,800,63,16.6,1006,13.5,0,"N",1.7,"Aotizhongxin",2015-09-24
"22512",22512,2015,9,24,23,17,17,2,35,700,93,16.5,1005.8,15,5.7,"WNW",2.3,"Aotizhongxin",2015-09-24
"22513",22513,2015,9,25,0,22,22,2,50,700,75,16.4,1006.1,15.3,0.3,"ESE",1.8,"Aotizhongxin",2015-09-25
"22514",22514,2015,9,25,1,22,22,2,59,700,57,16.3,1006.3,15.3,0,"ENE",1.6,"Aotizhongxin",2015-09-25
"22515",22515,2015,9,25,2,36,36,2,54,700,43,15.9,1006.2,14.9,0,"E",1.1,"Aotizhongxin",2015-09-25
"22516",22516,2015,9,25,3,30,30,2,42,600,53,15.9,1005.9,14.6,0,"WNW",0.7,"Aotizhongxin",2015-09-25
"22517",22517,2015,9,25,4,26,26,2,49,600,41,15.6,1006,14,0,"NW",1.1,"Aotizhongxin",2015-09-25
"22518",22518,2015,9,25,5,28,28,2,44,600,36,14.5,1005.9,13.9,0,"SW",0.9,"Aotizhongxin",2015-09-25
"22519",22519,2015,9,25,6,32,32,2,69,700,9,14.2,1006.5,13.7,0,"NW",0.7,"Aotizhongxin",2015-09-25
"22520",22520,2015,9,25,7,36,36,2,54,800,16,15,1007.2,14.8,0,"W",0.1,"Aotizhongxin",2015-09-25
"22521",22521,2015,9,25,8,32,69,2,56,1000,13,17.4,1007.7,13.7,0,"NNW",1.1,"Aotizhongxin",2015-09-25
"22522",22522,2015,9,25,9,27,27,4,53,900,25,19,1007.9,11.1,0,"NW",2,"Aotizhongxin",2015-09-25
"22523",22523,2015,9,25,10,23,23,10,54,900,35,21.5,1008.2,9.7,0,"WNW",4,"Aotizhongxin",2015-09-25
"22524",22524,2015,9,25,11,15,15,8,32,600,60,23,1007.6,3.5,0,"NW",3,"Aotizhongxin",2015-09-25
"22525",22525,2015,9,25,12,8,8,2,16,400,81,24.1,1007.1,1.7,0,"NW",4.2,"Aotizhongxin",2015-09-25
"22526",22526,2015,9,25,13,9,9,2,17,300,88,24.6,1006.8,-0.6,0,"NNW",3.5,"Aotizhongxin",2015-09-25
"22527",22527,2015,9,25,14,5,5,2,19,200,91,25.1,1006.6,-1.7,0,"NW",3,"Aotizhongxin",2015-09-25
"22528",22528,2015,9,25,15,5,5,2,19,200,92,24.3,1006.3,-2.3,0,"NW",3,"Aotizhongxin",2015-09-25
"22529",22529,2015,9,25,16,3,5,2,19,100,93,25.5,1006.2,-2.2,0,"NNW",2.6,"Aotizhongxin",2015-09-25
"22530",22530,2015,9,25,17,4,5,3,22,200,91,25.1,1006.4,-3.4,0,"NNW",2.6,"Aotizhongxin",2015-09-25
"22531",22531,2015,9,25,18,6,6,3,32,300,84,23.5,1006.6,-2.2,0,"WNW",1.6,"Aotizhongxin",2015-09-25
"22532",22532,2015,9,25,19,5,18,3,47,300,67,18.6,1007.1,4,0,"W",0.5,"Aotizhongxin",2015-09-25
"22533",22533,2015,9,25,20,14,42,3,93,600,25,16.9,1007.9,4.9,0,"WSW",1.4,"Aotizhongxin",2015-09-25
"22534",22534,2015,9,25,21,26,77,3,103,1000,4,15.5,1008.3,6.2,0,"WSW",0.5,"Aotizhongxin",2015-09-25
"22535",22535,2015,9,25,22,39,107,5,105,1700,5,14.8,1008.5,7.3,0,"NNW",0.6,"Aotizhongxin",2015-09-25
"22536",22536,2015,9,25,23,41,111,5,96,1900,3,14.3,1009,7.6,0,"E",1.4,"Aotizhongxin",2015-09-25
"22537",22537,2015,9,26,0,33,38,4,91,1100,2,12.6,1009.1,8.3,0,"E",1.2,"Aotizhongxin",2015-09-26
"22538",22538,2015,9,26,1,27,65,4,87,900,2,12.1,1009.2,9.1,0,"ENE",0.9,"Aotizhongxin",2015-09-26
"22539",22539,2015,9,26,2,15,43,2,73,400,2,12.4,1009.3,8.5,0,"NE",0.8,"Aotizhongxin",2015-09-26
"22540",22540,2015,9,26,3,14,24,2,59,400,8,12.8,1009.3,7.9,0,"NE",1.2,"Aotizhongxin",2015-09-26
"22541",22541,2015,9,26,4,14,16,2,57,400,56.3533584105554,12.9,1009.7,7.1,0,"NE",1.1,"Aotizhongxin",2015-09-26
"22542",22542,2015,9,26,5,8,15,2,54,400,10,12.3,1010,7,0,"NE",1.1,"Aotizhongxin",2015-09-26
"22543",22543,2015,9,26,6,9,20,2,57,700,8,12.6,1010.3,6,0,"NNE",1.4,"Aotizhongxin",2015-09-26
"22544",22544,2015,9,26,7,6,29,2,53,500,8,13.3,1010.6,6.6,0,"N",0.4,"Aotizhongxin",2015-09-26
"22545",22545,2015,9,26,8,11,36,2,51,700,10,15.4,1011,6.7,0,"ENE",1.5,"Aotizhongxin",2015-09-26
"22546",22546,2015,9,26,9,16,47,2,53,700,14,17.2,1011.3,6.1,0,"NNE",1.3,"Aotizhongxin",2015-09-26
"22547",22547,2015,9,26,10,15,43,2,49,600,23,18.9,1011.1,7,0,"ENE",1.4,"Aotizhongxin",2015-09-26
"22548",22548,2015,9,26,11,20,44,2,53,700,32,21,1010.7,6.5,0,"SE",0.8,"Aotizhongxin",2015-09-26
"22549",22549,2015,9,26,12,27,61,6,63,900,48,23.5,1009.9,8.4,0,"E",1,"Aotizhongxin",2015-09-26
"22550",22550,2015,9,26,13,42,95,18,53,800,111,25.4,1008.9,9.6,0,"WSW",2.9,"Aotizhongxin",2015-09-26
"22551",22551,2015,9,26,14,44,88,15,40,700,140,26.1,1008.1,9.9,0,"SW",4.1,"Aotizhongxin",2015-09-26
"22552",22552,2015,9,26,15,31,90,9,22,600,164,26.4,1007.6,9.3,0,"SSW",3.1,"Aotizhongxin",2015-09-26
"22553",22553,2015,9,26,16,34,91,11,24,600,173,26.3,1007.3,9.2,0,"SSW",3.7,"Aotizhongxin",2015-09-26
"22554",22554,2015,9,26,17,36,91,12,28,600,176,25.7,1007.5,9.5,0,"SW",3.5,"Aotizhongxin",2015-09-26
"22555",22555,2015,9,26,18,41,106,12,36,700,174,24.7,1007.7,9.8,0,"SW",2.4,"Aotizhongxin",2015-09-26
"22556",22556,2015,9,26,19,48,114,13,52,900,150,23.4,1008,10.1,0,"S",1.2,"Aotizhongxin",2015-09-26
"22557",22557,2015,9,26,20,59,125,12,73,1000,118,23.1,1008.3,10.2,0,"SSW",2,"Aotizhongxin",2015-09-26
"22558",22558,2015,9,26,21,67,123,10,92,1100,90,23,1008.5,9,0,"SW",1.9,"Aotizhongxin",2015-09-26
"22559",22559,2015,9,26,22,66,114,13,82,1000,99,21.6,1008.6,9.5,0,"SSW",1.7,"Aotizhongxin",2015-09-26
"22560",22560,2015,9,26,23,65,128,13,82,1000,86,20.6,1008.9,9.5,0,"S",1.1,"Aotizhongxin",2015-09-26
"22561",22561,2015,9,27,0,74,140,9,108,1100,42,17.3,1008.7,11.6,0,"SE",1.2,"Aotizhongxin",2015-09-27
"22562",22562,2015,9,27,1,77,155,5,125,1300,18,16.8,1008.9,11.5,0,"NE",0.4,"Aotizhongxin",2015-09-27
"22563",22563,2015,9,27,2,85,161,4,127,1500,2,15.9,1009.1,11.9,0,"NNE",1.2,"Aotizhongxin",2015-09-27
"22564",22564,2015,9,27,3,76,137,3,121,1200,2,15.1,1009.4,12.8,0,"ENE",1.2,"Aotizhongxin",2015-09-27
"22565",22565,2015,9,27,4,81,114,2,112,1000,2,15.5,1009.5,12.8,0,"NE",1,"Aotizhongxin",2015-09-27
"22566",22566,2015,9,27,5,78,115,3,106,1000,2,15.1,1009.6,13,0,"ENE",0.8,"Aotizhongxin",2015-09-27
"22567",22567,2015,9,27,6,81,112,2,100,1100,2,16.3,1010.4,11.7,0,"NNW",1.3,"Aotizhongxin",2015-09-27
"22568",22568,2015,9,27,7,83,116,2,91,1100,3,15.8,1010.8,12.9,0,"E",0.7,"Aotizhongxin",2015-09-27
"22569",22569,2015,9,27,8,81,102,4,80,1200,13,18.6,1010.6,12.1,0,"NE",1.7,"Aotizhongxin",2015-09-27
"22570",22570,2015,9,27,9,85,126,9,80,1300,31,20.7,1011.3,11.9,0,"NE",1.1,"Aotizhongxin",2015-09-27
"22571",22571,2015,9,27,10,83,120,9,66,1100,65,22.2,1011.5,12.7,0,"NNE",1.3,"Aotizhongxin",2015-09-27
"22572",22572,2015,9,27,11,74,80,9,49,1000,109,24.1,1011,12.1,0,"NNE",1.7,"Aotizhongxin",2015-09-27
"22573",22573,2015,9,27,12,62,79,8,42,1000,126,26.2,1010.6,10.4,0,"NE",1.7,"Aotizhongxin",2015-09-27
"22574",22574,2015,9,27,13,34,34,5,31,700,130,27,1010,6.9,0,"NE",1.9,"Aotizhongxin",2015-09-27
"22575",22575,2015,9,27,14,27,27,4,25,600,136,27.8,1009.6,4.1,0,"NE",1.8,"Aotizhongxin",2015-09-27
"22576",22576,2015,9,27,15,23,23,3,26,500,135,27.8,1009.2,6.5,0,"E",2.1,"Aotizhongxin",2015-09-27
"22577",22577,2015,9,27,16,15,15,3,34,500,121,28.1,1009.1,3,0,"ENE",1.5,"Aotizhongxin",2015-09-27
"22578",22578,2015,9,27,17,13,17,2,34,500,120,25.8,1009,7.8,0,"ENE",1.5,"Aotizhongxin",2015-09-27
"22579",22579,2015,9,27,18,15,34,2,61,600,96,23.6,1009.4,11.9,0,"NE",0.6,"Aotizhongxin",2015-09-27
"22580",22580,2015,9,27,19,28,96,2,109,1300,37,21.9,1010.2,12.4,0,"E",0.3,"Aotizhongxin",2015-09-27
"22581",22581,2015,9,27,20,44,104,2,149,2300,10,21.8,1010.8,13.2,0,"E",0.7,"Aotizhongxin",2015-09-27
"22582",22582,2015,9,27,21,56,139,2,148,2300,4,21,1011.5,15.1,0,"NE",0.2,"Aotizhongxin",2015-09-27
"22583",22583,2015,9,27,22,51,114,3,136,1500,5,20.7,1012.2,15,0,"N",0.8,"Aotizhongxin",2015-09-27
"22584",22584,2015,9,27,23,41,149,2,112,1000,10,22.6,1013.3,11.3,0,"NNW",2.2,"Aotizhongxin",2015-09-27
"22585",22585,2015,9,28,0,33,51,2,96,900,28,21.2,1014.1,12.3,0,"NW",2.6,"Aotizhongxin",2015-09-28
"22586",22586,2015,9,28,1,26,35,2,43,700,78,19.8,1014,12.8,0,"NNW",2.7,"Aotizhongxin",2015-09-28
"22587",22587,2015,9,28,2,28,37,4,30,600,80,19,1014.3,13.6,0,"NW",2.1,"Aotizhongxin",2015-09-28
"22588",22588,2015,9,28,3,33,38,3,38,600,69,17.4,1013.7,15.2,0.7,"E",1.1,"Aotizhongxin",2015-09-28
"22589",22589,2015,9,28,4,31,31,3,43,600,56.3533584105554,17.7,1014.7,15,0.2,"W",0.7,"Aotizhongxin",2015-09-28
"22590",22590,2015,9,28,5,30,36,2,44,600,49,17.3,1015.9,15.1,0,"SE",1.8,"Aotizhongxin",2015-09-28
"22591",22591,2015,9,28,6,28,28,2,42,600,53,17.3,1016.5,15.8,0,"SE",0.5,"Aotizhongxin",2015-09-28
"22592",22592,2015,9,28,7,36,41,2,54,700,34,17.3,1017.6,15.8,0,"E",1.4,"Aotizhongxin",2015-09-28
"22593",22593,2015,9,28,8,48,48,3,86,900,19,17.8,1018.7,15.1,0,"ESE",1.6,"Aotizhongxin",2015-09-28
"22594",22594,2015,9,28,9,75,80,6,73,1600,38,17.6,1019.6,15.2,0.2,"E",2.1,"Aotizhongxin",2015-09-28
"22595",22595,2015,9,28,10,91,91,8,62,2300,44,17.1,1020,15.1,0,"E",1.8,"Aotizhongxin",2015-09-28
"22596",22596,2015,9,28,11,78,78,7,61,2200,44,17.3,1019.5,14.8,0.1,"E",2.6,"Aotizhongxin",2015-09-28
"22597",22597,2015,9,28,12,53,53,9,55,2100,53,17.4,1020,13.5,0,"ENE",2.3,"Aotizhongxin",2015-09-28
"22598",22598,2015,9,28,13,54,54,10,68,2300,43,16.9,1020.1,14.7,0.3,"NE",1.1,"Aotizhongxin",2015-09-28
"22599",22599,2015,9,28,14,50,50,8,59,2000,48,17.2,1019.8,14.3,0,"E",0.4,"Aotizhongxin",2015-09-28
"22600",22600,2015,9,28,15,52,52,10,61,2000,51,17.5,1019.7,13.2,0,"SW",1,"Aotizhongxin",2015-09-28
"22601",22601,2015,9,28,16,52,52,9,70,1900,46,17.9,1020.2,13.4,0,"W",1,"Aotizhongxin",2015-09-28
"22602",22602,2015,9,28,17,51,51,7,71,1700,44,17.8,1020.6,14.7,0,"E",0.8,"Aotizhongxin",2015-09-28
"22603",22603,2015,9,28,18,47,47,7,72,1600,45,17.4,1020.6,13.9,0,"ESE",0.9,"Aotizhongxin",2015-09-28
"22604",22604,2015,9,28,19,82.7736108263272,110.060391311944,17.3759014093609,59.3058331864524,1262.94514539774,56.3533584105554,16.9,1021,13.8,0,"NE",0.2,"Aotizhongxin",2015-09-28
